f1 f2 Solution1 Solution2 Run Gen Vector Weight1 Weight2
0.492678 0.628267 0100010001100010 0101001001001110 1 0 V1 0 1
0.330516 0.631525 0101001001001110 0101001001001010 1 1 V1 0 1
0.381158 0.640557 0101001001001010 0100010000001010 1 2 V1 0 1
0.555721 0.646547 0100010000001010 0100010000001010 1 3 V1 0 1
0.555721 0.646547 0100010000001010 0100010001000010 1 4 V1 0 1
0.491686 0.675528 0100010001000010 0100011001000010 1 5 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 6 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 7 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 8 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 9 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 10 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 11 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 12 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 13 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 14 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 15 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 16 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 17 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 18 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 19 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 20 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 21 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 22 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 23 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 24 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 25 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 26 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 27 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 28 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 29 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 30 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 31 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 32 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 33 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 34 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 35 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 36 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 37 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 38 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 39 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 40 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 41 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 42 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 43 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 44 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 45 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 46 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 47 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 48 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 49 V1 0 1
0.44061 0.686648 0100011001000010 0100011001000010 1 50 V1 0 1
