f1 f2 Solution1 Solution2 Run Gen Vector Weight1 Weight2
0.537483 0.699767 0010000101011101 0011001101011101 1 0 V1 0 1
0.559667 0.715215 0011001101011101 0011101101011101 1 1 V1 0 1
0.558283 0.743268 0011101101011101 0011101110011101 1 2 V1 0 1
0.631298 0.749893 0011101110011101 0011001111001101 1 3 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 1 4 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 1 5 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 1 6 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 1 7 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 1 8 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 1 9 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 1 10 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 1 11 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 1 12 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 1 13 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 1 14 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 1 15 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 1 16 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 1 17 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 1 18 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 1 19 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 1 20 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 1 21 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 1 22 V1 0 1
0.61981 0.760042 0011001111001101 0010000110001101 1 23 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 24 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 25 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 26 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 27 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 28 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 29 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 30 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 31 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 32 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 33 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 34 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 35 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 36 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 37 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 38 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 39 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 40 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 41 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 42 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 43 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 44 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 45 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 46 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 47 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 48 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 49 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 50 V1 0 1
0.480052 0.651813 1010111000100011 0011001111001101 2 0 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 1 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 2 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 3 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 4 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 5 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 6 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 7 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 8 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 9 V1 0 1
