f1 f2 Solution1 Solution2 Run Gen Vector Weight1 Weight2
0.521238 0.685559 0111001100011111 0111001100011111 1 0 V1 0 1
0.521238 0.685559 0111001100011111 0111001100011111 1 1 V1 0 1
0.521238 0.685559 0111001100011111 0111001111011111 1 2 V1 0 1
0.373783 0.691824 0111001111011111 0111001111010111 1 3 V1 0 1
0.461279 0.692314 0111001111010111 0111001111000111 1 4 V1 0 1
0.369311 0.753353 0111001111000111 0111001111000111 1 5 V1 0 1
0.369311 0.753353 0111001111000111 0111001111000111 1 6 V1 0 1
0.369311 0.753353 0111001111000111 0111001111000111 1 7 V1 0 1
0.369311 0.753353 0111001111000111 0111001111000111 1 8 V1 0 1
0.369311 0.753353 0111001111000111 0111001111000111 1 9 V1 0 1
0.369311 0.753353 0111001111000111 0111001111000111 1 10 V1 0 1
0.369311 0.753353 0111001111000111 0111001111000111 1 11 V1 0 1
0.369311 0.753353 0111001111000111 0111001111000111 1 12 V1 0 1
0.369311 0.753353 0111001111000111 0111001111000111 1 13 V1 0 1
0.369311 0.753353 0111001111000111 0111001111000111 1 14 V1 0 1
0.369311 0.753353 0111001111000111 0111001111000111 1 15 V1 0 1
0.369311 0.753353 0111001111000111 0111001111000111 1 16 V1 0 1
0.369311 0.753353 0111001111000111 0111001111000111 1 17 V1 0 1
0.369311 0.753353 0111001111000111 0111001111000111 1 18 V1 0 1
0.369311 0.753353 0111001111000111 0111001111000111 1 19 V1 0 1
0.369311 0.753353 0111001111000111 0111001111000111 1 20 V1 0 1
0.369311 0.753353 0111001111000111 0111001111000111 1 21 V1 0 1
0.369311 0.753353 0111001111000111 0111001111000111 1 22 V1 0 1
0.369311 0.753353 0111001111000111 0111001111000111 1 23 V1 0 1
0.369311 0.753353 0111001111000111 0111001111000111 1 24 V1 0 1
0.369311 0.753353 0111001111000111 0111001111000111 1 25 V1 0 1
0.369311 0.753353 0111001111000111 0111001111000111 1 26 V1 0 1
0.369311 0.753353 0111001111000111 0111001111000111 1 27 V1 0 1
0.369311 0.753353 0111001111000111 0111001111000111 1 28 V1 0 1
0.369311 0.753353 0111001111000111 0111001111000111 1 29 V1 0 1
0.369311 0.753353 0111001111000111 0111001111000111 1 30 V1 0 1
0.369311 0.753353 0111001111000111 0111001111000111 1 31 V1 0 1
0.369311 0.753353 0111001111000111 0111001111000111 1 32 V1 0 1
0.369311 0.753353 0111001111000111 0111001111000111 1 33 V1 0 1
0.369311 0.753353 0111001111000111 0111101111000010 1 34 V1 0 1
0.381934 0.765066 0111101111000010 0111101111000010 1 35 V1 0 1
0.381934 0.765066 0111101111000010 0111101111000010 1 36 V1 0 1
0.381934 0.765066 0111101111000010 0111101111000010 1 37 V1 0 1
0.381934 0.765066 0111101111000010 0111101111000010 1 38 V1 0 1
0.381934 0.765066 0111101111000010 0111101111000010 1 39 V1 0 1
0.381934 0.765066 0111101111000010 0111101111000010 1 40 V1 0 1
0.381934 0.765066 0111101111000010 0111101111000010 1 41 V1 0 1
0.381934 0.765066 0111101111000010 0111101111000010 1 42 V1 0 1
0.381934 0.765066 0111101111000010 0111101111000010 1 43 V1 0 1
0.381934 0.765066 0111101111000010 0111101111000010 1 44 V1 0 1
0.381934 0.765066 0111101111000010 0111101111000010 1 45 V1 0 1
0.381934 0.765066 0111101111000010 0111101111000010 1 46 V1 0 1
0.381934 0.765066 0111101111000010 0111101111000010 1 47 V1 0 1
0.381934 0.765066 0111101111000010 0111101111000010 1 48 V1 0 1
0.381934 0.765066 0111101111000010 0111101111000010 1 49 V1 0 1
0.381934 0.765066 0111101111000010 0111101111000010 1 50 V1 0 1
0.465015 0.691348 0111101110000111 0111101110000111 2 0 V1 0 1
0.465015 0.691348 0111101110000111 0011001111001101 2 1 V1 0 1
0.31962 0.769283 0011001111001101 0011001111001101 2 2 V1 0 1
0.31962 0.769283 0011001111001101 0011001111001101 2 3 V1 0 1
0.31962 0.769283 0011001111001101 0011001110001101 2 4 V1 0 1
0.3941 0.778125 0011001110001101 0011001110001101 2 5 V1 0 1
0.3941 0.778125 0011001110001101 0011001110001101 2 6 V1 0 1
0.3941 0.778125 0011001110001101 0011001110001101 2 7 V1 0 1
0.3941 0.778125 0011001110001101 0011001110001101 2 8 V1 0 1
0.3941 0.778125 0011001110001101 0011001110001101 2 9 V1 0 1
0.3941 0.778125 0011001110001101 0011001110001101 2 10 V1 0 1
0.3941 0.778125 0011001110001101 0011001110001101 2 11 V1 0 1
0.3941 0.778125 0011001110001101 0011001110001101 2 12 V1 0 1
0.3941 0.778125 0011001110001101 0011001110001101 2 13 V1 0 1
0.3941 0.778125 0011001110001101 0011001110001101 2 14 V1 0 1
0.3941 0.778125 0011001110001101 0011001110001101 2 15 V1 0 1
0.3941 0.778125 0011001110001101 0011001110001101 2 16 V1 0 1
0.3941 0.778125 0011001110001101 0011001110001101 2 17 V1 0 1
0.3941 0.778125 0011001110001101 0011001110001101 2 18 V1 0 1
0.3941 0.778125 0011001110001101 0011101110001000 2 19 V1 0 1
0.424878 0.780342 0011101110001000 0011101110001000 2 20 V1 0 1
0.424878 0.780342 0011101110001000 0011101110001000 2 21 V1 0 1
0.424878 0.780342 0011101110001000 0011101110001000 2 22 V1 0 1
0.424878 0.780342 0011101110001000 0011101110001000 2 23 V1 0 1
0.424878 0.780342 0011101110001000 0011101110001000 2 24 V1 0 1
0.424878 0.780342 0011101110001000 0011101110001000 2 25 V1 0 1
0.424878 0.780342 0011101110001000 0011101110001000 2 26 V1 0 1
0.424878 0.780342 0011101110001000 0011101110001000 2 27 V1 0 1
0.424878 0.780342 0011101110001000 0011101110001000 2 28 V1 0 1
0.424878 0.780342 0011101110001000 0011101110001000 2 29 V1 0 1
0.424878 0.780342 0011101110001000 0011101110001000 2 30 V1 0 1
0.424878 0.780342 0011101110001000 0011101110001000 2 31 V1 0 1
0.424878 0.780342 0011101110001000 0011101110001000 2 32 V1 0 1
0.424878 0.780342 0011101110001000 0011101110001000 2 33 V1 0 1
0.424878 0.780342 0011101110001000 0011101110001000 2 34 V1 0 1
0.424878 0.780342 0011101110001000 0011101110001000 2 35 V1 0 1
0.424878 0.780342 0011101110001000 0011101110001000 2 36 V1 0 1
0.424878 0.780342 0011101110001000 0011101110001000 2 37 V1 0 1
0.424878 0.780342 0011101110001000 0011101110001000 2 38 V1 0 1
0.424878 0.780342 0011101110001000 0011101110001000 2 39 V1 0 1
0.424878 0.780342 0011101110001000 0011101110001000 2 40 V1 0 1
0.424878 0.780342 0011101110001000 0011101110001000 2 41 V1 0 1
0.424878 0.780342 0011101110001000 0011101110001000 2 42 V1 0 1
0.424878 0.780342 0011101110001000 0011101110001000 2 43 V1 0 1
0.424878 0.780342 0011101110001000 0011101110001000 2 44 V1 0 1
0.424878 0.780342 0011101110001000 0011101110001000 2 45 V1 0 1
0.424878 0.780342 0011101110001000 0011101110001000 2 46 V1 0 1
0.424878 0.780342 0011101110001000 0011101110001000 2 47 V1 0 1
0.424878 0.780342 0011101110001000 0011101110001000 2 48 V1 0 1
0.424878 0.780342 0011101110001000 0011101110001000 2 49 V1 0 1
0.424878 0.780342 0011101110001000 0011101110001000 2 50 V1 0 1
0.296045 0.776365 0110000110001101 0110000110001101 3 0 V1 0 1
0.296045 0.776365 0110000110001101 0110000110001101 3 1 V1 0 1
0.296045 0.776365 0110000110001101 0110000110001101 3 2 V1 0 1
0.296045 0.776365 0110000110001101 0110000110001101 3 3 V1 0 1
0.296045 0.776365 0110000110001101 0110000110001101 3 4 V1 0 1
0.296045 0.776365 0110000110001101 0110000110001101 3 5 V1 0 1
0.296045 0.776365 0110000110001101 0110000110001101 3 6 V1 0 1
0.296045 0.776365 0110000110001101 0110000110001101 3 7 V1 0 1
0.296045 0.776365 0110000110001101 0110000110001101 3 8 V1 0 1
0.296045 0.776365 0110000110001101 0110000110001101 3 9 V1 0 1
0.296045 0.776365 0110000110001101 0110000110001101 3 10 V1 0 1
0.296045 0.776365 0110000110001101 0110000110001101 3 11 V1 0 1
0.296045 0.776365 0110000110001101 0110000110001101 3 12 V1 0 1
0.296045 0.776365 0110000110001101 0110000110001101 3 13 V1 0 1
