f1 f2 Solution1 Solution2 Run Gen Vector Weight1 Weight2
0.537483 0.699767 0010000101011101 1110100110011001 1 0 V1 0 1
0.601115 0.712343 1110100110011001 1110100110011001 1 1 V1 0 1
0.601115 0.712343 1110100110011001 0011001110100111 1 2 V1 0 1
0.559502 0.720538 0011001110100111 0011001101001101 1 3 V1 0 1
0.578415 0.72798 0011001101001101 0010100110011101 1 4 V1 0 1
0.633908 0.781798 0010100110011101 0010100110011101 1 5 V1 0 1
0.633908 0.781798 0010100110011101 0010100110011101 1 6 V1 0 1
0.633908 0.781798 0010100110011101 0010100110011101 1 7 V1 0 1
0.633908 0.781798 0010100110011101 0010100110011101 1 8 V1 0 1
0.633908 0.781798 0010100110011101 0010100110011101 1 9 V1 0 1
0.633908 0.781798 0010100110011101 0010100110011101 1 10 V1 0 1
0.633908 0.781798 0010100110011101 0010100110011101 1 11 V1 0 1
0.633908 0.781798 0010100110011101 0010100110011101 1 12 V1 0 1
0.633908 0.781798 0010100110011101 0010100110011101 1 13 V1 0 1
0.633908 0.781798 0010100110011101 0010100110011101 1 14 V1 0 1
0.633908 0.781798 0010100110011101 0010100110011101 1 15 V1 0 1
0.633908 0.781798 0010100110011101 0010100110011101 1 16 V1 0 1
0.633908 0.781798 0010100110011101 0010100110011101 1 17 V1 0 1
0.633908 0.781798 0010100110011101 0010100110011101 1 18 V1 0 1
0.633908 0.781798 0010100110011101 0010100110011101 1 19 V1 0 1
0.633908 0.781798 0010100110011101 0010100110011101 1 20 V1 0 1
0.633908 0.781798 0010100110011101 0010100110011101 1 21 V1 0 1
0.633908 0.781798 0010100110011101 0010100110011101 1 22 V1 0 1
0.633908 0.781798 0010100110011101 0010100110011101 1 23 V1 0 1
0.633908 0.781798 0010100110011101 0010100110011101 1 24 V1 0 1
0.633908 0.781798 0010100110011101 0010100110011101 1 25 V1 0 1
0.633908 0.781798 0010100110011101 0010100110011101 1 26 V1 0 1
0.633908 0.781798 0010100110011101 0010100110011101 1 27 V1 0 1
0.633908 0.781798 0010100110011101 0010100110011101 1 28 V1 0 1
0.633908 0.781798 0010100110011101 0010100110011101 1 29 V1 0 1
0.633908 0.781798 0010100110011101 0010100110011101 1 30 V1 0 1
0.633908 0.781798 0010100110011101 0010000110001101 1 31 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 32 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 33 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 34 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 35 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 36 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 1 37 V1 0 1
0.63835 0.795498 0010000110001101 0010100010011101 1 38 V1 0 1
0.522239 0.803661 0010100010011101 0010100010011101 1 39 V1 0 1
0.522239 0.803661 0010100010011101 0010100010011101 1 40 V1 0 1
0.522239 0.803661 0010100010011101 0010100010011101 1 41 V1 0 1
0.522239 0.803661 0010100010011101 0010100010011101 1 42 V1 0 1
0.522239 0.803661 0010100010011101 0010100010011101 1 43 V1 0 1
0.522239 0.803661 0010100010011101 0010100010011101 1 44 V1 0 1
0.522239 0.803661 0010100010011101 0010100010011101 1 45 V1 0 1
0.522239 0.803661 0010100010011101 0010100010011101 1 46 V1 0 1
0.522239 0.803661 0010100010011101 0010100010011101 1 47 V1 0 1
0.522239 0.803661 0010100010011101 0010100010011101 1 48 V1 0 1
0.522239 0.803661 0010100010011101 0010100010011101 1 49 V1 0 1
0.522239 0.803661 0010100010011101 0010100010011101 1 50 V1 0 1
0.480052 0.651813 1010111000100011 0010100000011100 2 0 V1 0 1
0.423428 0.682628 0010100000011100 0001001111001111 2 1 V1 0 1
0.610463 0.720902 0001001111001111 0011001111001111 2 2 V1 0 1
0.578615 0.755209 0011001111001111 0011001111001111 2 3 V1 0 1
0.578615 0.755209 0011001111001111 0011001111001111 2 4 V1 0 1
0.578615 0.755209 0011001111001111 0011001111001111 2 5 V1 0 1
0.578615 0.755209 0011001111001111 0011001111001111 2 6 V1 0 1
0.578615 0.755209 0011001111001111 0011001111001101 2 7 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 8 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 9 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 10 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 11 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 12 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 13 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 14 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 15 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 16 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 17 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 18 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 19 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 20 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 21 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 22 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 23 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 24 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 25 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 26 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 27 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 28 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 29 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 30 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 31 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 32 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 33 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 34 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 35 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 36 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 37 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 38 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 39 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 40 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 41 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 42 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 43 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 44 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 45 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 46 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 47 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 48 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 49 V1 0 1
0.61981 0.760042 0011001111001101 0011001111001101 2 50 V1 0 1
0.597139 0.793409 0110000110001101 0110000110001101 3 0 V1 0 1
0.597139 0.793409 0110000110001101 0110000110001101 3 1 V1 0 1
0.597139 0.793409 0110000110001101 0110000110001101 3 2 V1 0 1
0.597139 0.793409 0110000110001101 0110000110001101 3 3 V1 0 1
0.597139 0.793409 0110000110001101 0110000110001101 3 4 V1 0 1
0.597139 0.793409 0110000110001101 0110000110001101 3 5 V1 0 1
0.597139 0.793409 0110000110001101 0110000110001101 3 6 V1 0 1
0.597139 0.793409 0110000110001101 0110000110001101 3 7 V1 0 1
0.597139 0.793409 0110000110001101 0010000110001101 3 8 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 9 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 10 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 11 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 12 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 13 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 14 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 15 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 16 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 17 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 18 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 19 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 20 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 21 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 22 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 23 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 24 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 25 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 26 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 27 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 28 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 29 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 30 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 31 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 32 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 33 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 34 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 35 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 36 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 37 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 38 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 39 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 40 V1 0 1
0.63835 0.795498 0010000110001101 0010000110001101 3 41 V1 0 1
0.63835 0.795498 0010000110001101 0010100010011101 3 42 V1 0 1
0.522239 0.803661 0010100010011101 0010100010011101 3 43 V1 0 1
0.522239 0.803661 0010100010011101 0010100010011101 3 44 V1 0 1
0.522239 0.803661 0010100010011101 0010100010011101 3 45 V1 0 1
0.522239 0.803661 0010100010011101 0010100010011101 3 46 V1 0 1
0.522239 0.803661 0010100010011101 0010100010011101 3 47 V1 0 1
0.522239 0.803661 0010100010011101 0010100010011101 3 48 V1 0 1
0.522239 0.803661 0010100010011101 0010100010011101 3 49 V1 0 1
0.522239 0.803661 0010100010011101 0010100010011101 3 50 V1 0 1
0.465404 0.667945 1110000010001100 0011001101001101 4 0 V1 0 1
0.578415 0.72798 0011001101001101 0011001101001101 4 1 V1 0 1
0.578415 0.72798 0011001101001101 0011001101001101 4 2 V1 0 1
0.578415 0.72798 0011001101001101 0010100010011111 4 3 V1 0 1
0.420612 0.735205 0010100010011111 0000000111001111 4 4 V1 0 1
0.627991 0.768138 0000000111001111 0000000111001111 4 5 V1 0 1
0.627991 0.768138 0000000111001111 0000000111001111 4 6 V1 0 1
0.627991 0.768138 0000000111001111 0010000110001101 4 7 V1 0 1
